Sat Jan  9 12:25:39 2021    spedup_fd_profile

         6693505 function calls (6671608 primitive calls) in 3.270 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      650    0.001    0.000    0.001    0.000 scoping_sas_parser.py:122(list2var_str)
     4411    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        2    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:914(get_data)
     1310    0.001    0.000    0.001    0.000 z3.py:64(_is_int)
        7    0.000    0.000    0.001    0.000 greedy_join.py:27(__init__)
     2168    0.001    0.000    0.001    0.000 build_model.py:294(pop)
        6    0.000    0.000    0.001    0.000 invariants.py:342(unbalanced_renamings)
     3547    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.001    0.001 split_rules.py:5(<module>)
        1    0.000    0.000    0.001    0.001 pddl_to_prolog.py:150(translate_facts)
        7    0.000    0.000    0.001    0.000 parsing_functions.py:57(parse_condition)
       13    0.000    0.000    0.001    0.000 split_rules.py:10(get_connected_conditions)
        1    0.000    0.000    0.001    0.001 simplify.py:479(build_renaming)
       44    0.000    0.000    0.001    0.000 {method 'difference_update' of 'set' objects}
     6229    0.001    0.000    0.001    0.000 z3types.py:27(from_param)
      670    0.000    0.000    0.001    0.000 conditions.py:284(<listcomp>)
       43    0.000    0.000    0.001    0.000 conditions.py:39(uniquify_variables)
