Thu Dec 17 20:43:35 2020    time_profiles/minecraft_old

         103193809 function calls (102946142 primitive calls) in 36.397 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      182    0.000    0.000    0.001    0.000 z3.py:5209(__del__)
       91    0.000    0.000    0.001    0.000 z3core.py:3437(Z3_mk_tactic)
      207    0.000    0.000    0.001    0.000 z3.py:568(__eq__)
      444    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
      365    0.000    0.000    0.001    0.000 z3.py:1693(_has_probe)
      178    0.000    0.000    0.001    0.000 z3.py:5291(__len__)
       38    0.000    0.000    0.001    0.000 PDDL.py:398(<listcomp>)
     6263    0.000    0.000    0.000    0.000 z3printer.py:290(is_compose)
      178    0.000    0.000    0.000    0.000 z3.py:5278(size)
       23    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
      182    0.000    0.000    0.000    0.000 z3.py:7623(__len__)
        1    0.000    0.000    0.000    0.000 scoping.py:108(<listcomp>)
       18    0.000    0.000    0.000    0.000 utils.py:36(find_closing_paren)
     4310    0.000    0.000    0.000    0.000 z3printer.py:335(is_choice)
      182    0.000    0.000    0.000    0.000 z3core.py:3355(Z3_goal_dec_ref)
      207    0.000    0.000    0.000    0.000 z3core.py:2567(Z3_is_eq_sort)
        4    0.000    0.000    0.000    0.000 PDDLz3.py:92(<lambda>)
       95    0.000    0.000    0.000    0.000 z3core.py:1762(Z3_mk_or)
        1    0.000    0.000    0.000    0.000 PDDL.py:207(domain2types)
      182    0.000    0.000    0.000    0.000 z3core.py:3351(Z3_goal_inc_ref)
       38    0.000    0.000    0.000    0.000 PDDL.py:242(parse_action)
      602    0.000    0.000    0.000    0.000 z3.py:6444(__eq__)
      104    0.000    0.000    0.000    0.000 z3core.py:1767(Z3_mk_add)
       91    0.000    0.000    0.000    0.000 utils.py:346(flatten)
      182    0.000    0.000    0.000    0.000 z3core.py:3671(Z3_apply_result_get_num_subgoals)
      178    0.000    0.000    0.000    0.000 z3core.py:3382(Z3_goal_size)
       91    0.000    0.000    0.000    0.000 z3.py:7720(__del__)
     2015    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       91    0.000    0.000    0.000    0.000 z3.py:7619(__del__)
       91    0.000    0.000    0.000    0.000 z3.py:7611(__init__)
    31/23    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
        1    0.000    0.000    0.000    0.000 PDDLz3.py:58(<listcomp>)
       91    0.000    0.000    0.000    0.000 z3core.py:3676(Z3_apply_result_get_subgoal)
      458    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       91    0.000    0.000    0.000    0.000 z3core.py:3364(Z3_goal_assert)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     2565    0.000    0.000    0.000    0.000 z3printer.py:357(is_indent)
       91    0.000    0.000    0.000    0.000 z3core.py:3446(Z3_tactic_dec_ref)
       91    0.000    0.000    0.000    0.000 z3core.py:3653(Z3_apply_result_inc_ref)
       91    0.000    0.000    0.000    0.000 z3core.py:3657(Z3_apply_result_dec_ref)
     1283    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
      188    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
       91    0.000    0.000    0.000    0.000 z3core.py:3442(Z3_tactic_inc_ref)
     1953    0.000    0.000    0.000    0.000 z3printer.py:363(is_linebreak)
     2175    0.000    0.000    0.000    0.000 z3types.py:83(from_param)
     2011    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      487    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
        2    0.000    0.000    0.000    0.000 PDDLz3.py:84(<lambda>)
        3    0.000    0.000    0.000    0.000 PDDL.py:377(get_predicate_groundings)
        2    0.000    0.000    0.000    0.000 z3.py:2459(__lt__)
       49    0.000    0.000    0.000    0.000 z3core.py:1777(Z3_mk_sub)
      892    0.000    0.000    0.000    0.000 z3.py:211(main_ctx)
     1953    0.000    0.000    0.000    0.000 z3printer.py:292(is_choice)
    33/25    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        3    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
      477    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 re.py:187(sub)
      285    0.000    0.000    0.000    0.000 skill_classes.py:26(__init__)
      437    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
      188    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       49    0.000    0.000    0.000    0.000 z3core.py:1822(Z3_mk_ge)
