Thu Dec 17 12:05:19 2020    time_profiles/monkey_07

         95027742 function calls (94875192 primitive calls) in 32.474 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 z3.py:7703(__init__)
        6    0.000    0.000    0.000    0.000 PDDL.py:377(get_predicate_groundings)
      110    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       18    0.000    0.000    0.000    0.000 PDDL.py:242(parse_action)
     17/9    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
      159    0.000    0.000    0.000    0.000 z3printer.py:407(line_break)
        4    0.000    0.000    0.000    0.000 utils.py:36(find_closing_paren)
      228    0.000    0.000    0.000    0.000 skill_classes.py:26(__init__)
      301    0.000    0.000    0.000    0.000 z3printer.py:212(_is_unary)
        2    0.000    0.000    0.000    0.000 re.py:187(sub)
       12    0.000    0.000    0.000    0.000 z3.py:1313(_mk_bin)
      142    0.000    0.000    0.000    0.000 z3printer.py:548(get_precedence)
       36    0.000    0.000    0.000    0.000 z3.py:5209(__del__)
      284    0.000    0.000    0.000    0.000 z3.py:2018(is_quantifier)
      142    0.000    0.000    0.000    0.000 z3printer.py:551(is_infix_compact)
       36    0.000    0.000    0.000    0.000 z3.py:7623(__len__)
       18    0.000    0.000    0.000    0.000 z3core.py:3437(Z3_mk_tactic)
        1    0.000    0.000    0.000    0.000 scoping.py:108(<listcomp>)
       56    0.000    0.000    0.000    0.000 z3core.py:3387(Z3_goal_formula)
      903    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       19    0.000    0.000    0.000    0.000 z3.py:432(eq)
       36    0.000    0.000    0.000    0.000 z3core.py:3355(Z3_goal_dec_ref)
      589    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      917    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       36    0.000    0.000    0.000    0.000 z3core.py:3671(Z3_apply_result_get_num_subgoals)
      140    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
      907    0.000    0.000    0.000    0.000 copy.py:111(_copy_immutable)
       18    0.000    0.000    0.000    0.000 z3.py:7720(__del__)
      780    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      546    0.000    0.000    0.000    0.000 z3.py:211(main_ctx)
       18    0.000    0.000    0.000    0.000 z3core.py:3676(Z3_apply_result_get_subgoal)
      142    0.000    0.000    0.000    0.000 z3printer.py:228(_get_precedence)
      256    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       18    0.000    0.000    0.000    0.000 z3core.py:3346(Z3_mk_goal)
       18    0.000    0.000    0.000    0.000 utils.py:346(flatten)
        6    0.000    0.000    0.000    0.000 PDDL.py:388(<listcomp>)
       20    0.000    0.000    0.000    0.000 enum.py:289(__call__)
       36    0.000    0.000    0.000    0.000 z3core.py:3351(Z3_goal_inc_ref)
       18    0.000    0.000    0.000    0.000 z3core.py:1762(Z3_mk_or)
      930    0.000    0.000    0.000    0.000 z3printer.py:308(flat)
    19/11    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
      142    0.000    0.000    0.000    0.000 z3printer.py:208(_is_infix_compact)
       21    0.000    0.000    0.000    0.000 z3.py:5291(__len__)
      159    0.000    0.000    0.000    0.000 z3.py:1780(is_pattern)
      593    0.000    0.000    0.000    0.000 z3types.py:83(from_param)
       18    0.000    0.000    0.000    0.000 z3core.py:3446(Z3_tactic_dec_ref)
       18    0.000    0.000    0.000    0.000 z3.py:7619(__del__)
      155    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
      482    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
       21    0.000    0.000    0.000    0.000 z3.py:5278(size)
      159    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        5    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        9    0.000    0.000    0.000    0.000 enum.py:841(__and__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       16    0.000    0.000    0.000    0.000 z3.py:568(__eq__)
      159    0.000    0.000    0.000    0.000 z3printer.py:361(__init__)
       18    0.000    0.000    0.000    0.000 z3.py:7611(__init__)
        6    0.000    0.000    0.000    0.000 z3core.py:1767(Z3_mk_add)
       20    0.000    0.000    0.000    0.000 enum.py:531(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
      453    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 z3core.py:3364(Z3_goal_assert)
      144    0.000    0.000    0.000    0.000 action.py:8(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:835(__or__)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       36    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
      248    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       18    0.000    0.000    0.000    0.000 z3core.py:3657(Z3_apply_result_dec_ref)
       77    0.000    0.000    0.000    0.000 z3.py:6444(__eq__)
      457    0.000    0.000    0.000    0.000 z3printer.py:296(is_string)
        1    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
     11/9    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       21    0.000    0.000    0.000    0.000 z3core.py:3382(Z3_goal_size)
        1    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
       42    0.000    0.000    0.000    0.000 z3printer.py:401(indent)
       16    0.000    0.000    0.000    0.000 z3core.py:2567(Z3_is_eq_sort)
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       18    0.000    0.000    0.000    0.000 z3core.py:3442(Z3_tactic_inc_ref)
       18    0.000    0.000    0.000    0.000 z3core.py:3653(Z3_apply_result_inc_ref)
        7    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
